,ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
1310,2038,1971,9.0,8.0,11.0,48.0,46,141.1,6.6,6.0,-3.0
1311,2430,1971,9.0,6.0,13.0,37.0,46,141.4,5.5,29.0,
1312,2036,1971,8.0,2.0,7.0,24.0,41,143.5,7.3,51.0,-0.5
1313,2031,1971,5.0,2.0,6.0,8.0,51,-177.173,7.1,30.0,-3.0
1314,2030,1970,11.0,28.0,11.0,8.0,-20,-69.81,6.0,33.0,
1315,2025,1970,7.0,25.0,22.0,41.0,32,131.7,7.0,34.0,
1316,2023,1970,6.0,19.0,10.0,56.0,-22,-70.55,6.4,44.0,
1317,2022,1970,6.0,14.0,,,-52,-73.8,6.0,10.0,
1318,2013,1969,4.0,21.0,7.0,19.0,32,132.1,6.5,41.0,-3.0
1319,2004,1968,8.0,5.0,7.0,17.0,33,132.2,6.5,10.0,0.0
1320,2267,1996,10.0,18.0,10.0,50.0,30,131.093,6.6,10.0,-2.5
1321,2210,1992,5.0,27.0,5.0,13.0,-11,165.239,7.1,19.0,
1322,2157,1984,12.0,28.0,10.0,37.0,56,163.46,6.8,33.0,
1323,2026,1970,9.0,28.0,19.0,1.0,-44,173.62,5.1,,
1324,2328,1612,11.0,8.0,,,35,25.5,6.7,,4.0
1325,2389,1775,3.0,,,,19,-72.3,,,
1326,2440,1668,4.0,13.0,,,42,-71.05,,,
1327,2289,1615,6.0,5.0,,,44,35.5,5.7,,2.0
1328,2317,478,9.0,25.0,,,40,29.2,,,
1329,2315,407,4.0,1.0,,,41,29.0,6.6,,4.0
1330,2437,2004,9.0,5.0,14.0,57.0,33,137.071,7.4,10.0,
1331,2436,2004,9.0,5.0,10.0,7.0,33,136.618,7.2,14.0,
1332,2429,2003,11.0,17.0,6.0,43.0,51,178.65,7.8,33.0,
1333,2403,2003,5.0,21.0,18.0,44.0,36,3.634,6.8,12.0,1.5
1334,2402,2003,1.0,22.0,2.0,6.0,18,-104.104,7.5,24.0,0.5
1335,2401,2003,1.0,20.0,8.0,43.0,-10,160.77,7.3,33.0,
1336,2400,2002,10.0,10.0,10.0,50.0,-1,134.297,7.6,10.0,2.82
1337,2399,2002,9.0,13.0,22.0,28.0,13,93.068,6.5,21.0,
1338,2398,2002,9.0,8.0,18.0,44.0,-3,142.94,7.6,13.0,1.08
1339,2396,2002,3.0,31.0,6.0,52.0,24,122.179,7.1,33.0,
1340,2394,2002,3.0,5.0,21.0,16.0,6,124.249,7.5,31.0,
1341,2397,2002,1.0,2.0,17.0,22.0,-17,167.856,7.2,21.0,-4.14
1342,2352,2000,11.0,16.0,4.0,54.0,-4,152.327,8.0,17.0,
1343,2340,2000,7.0,1.0,7.0,1.0,34,139.131,6.1,10.0,
1344,2341,2000,6.0,18.0,14.0,44.0,-13,97.453,7.9,10.0,
1345,2338,2000,5.0,4.0,4.0,21.0,-1,123.573,7.6,26.0,
1346,2277,1997,12.0,5.0,11.0,26.0,54,162.035,7.8,33.0,0.5
1347,2274,1997,7.0,9.0,19.0,24.0,10,-63.486,7.0,20.0,
1348,2273,1997,4.0,21.0,12.0,2.0,-12,166.676,7.7,33.0,-2.0
1349,2269,1996,11.0,12.0,16.0,59.0,-14,-75.675,7.7,33.0,-1.0
1350,2263,1996,6.0,10.0,4.0,3.0,51,-177.632,7.9,33.0,0.5
1351,2257,1995,12.0,3.0,18.0,1.0,44,149.3,7.9,33.0,0.5
1352,2256,1995,11.0,22.0,4.0,15.0,28,34.799,7.2,10.0,
1353,2251,1995,9.0,14.0,14.0,4.0,16,-98.597,7.4,23.0,-1.0
1354,2250,1995,8.0,16.0,10.0,27.0,-5,154.178,7.7,30.0,-1.5
1355,2249,1995,7.0,30.0,5.0,11.0,-23,-70.294,8.0,46.0,1.5
1356,2248,1995,6.0,15.0,0.0,15.0,38,22.283,6.5,14.0,3.0
1357,2247,1995,5.0,27.0,13.0,3.0,52,142.827,7.1,11.0,-2.0
1358,2246,1995,5.0,16.0,20.0,12.0,-23,169.9,7.7,20.0,-2.0
1359,2240,1995,4.0,7.0,22.0,6.0,-15,-173.52900000000002,7.4,21.0,-1.5
1360,2236,1995,1.0,16.0,20.0,46.0,34,135.018,6.9,22.0,-2.0
1361,2235,1994,12.0,28.0,12.0,19.0,40,143.41899999999998,7.8,27.0,
1362,2230,1994,10.0,4.0,13.0,22.0,43,147.321,8.3,14.0,2.6
1363,2224,1994,1.0,21.0,2.0,24.0,1,127.733,7.0,20.0,1.5
1364,2223,1994,1.0,17.0,12.0,30.0,34,-118.537,6.7,18.0,-3.0
1365,2221,1993,8.0,8.0,8.0,34.0,12,144.80100000000002,7.8,59.0,
1366,2218,1993,6.0,8.0,13.0,3.0,51,157.829,7.5,71.0,-0.5
1367,2215,1993,2.0,7.0,13.0,27.0,37,137.245,6.3,11.0,-0.5
1368,2209,1992,5.0,17.0,10.0,15.0,7,126.762,7.3,33.0,
1369,2208,1992,4.0,25.0,18.0,6.0,40,-124.316,7.2,15.0,0.5
1370,2197,1990,12.0,13.0,0.0,24.0,37,15.438,5.3,11.0,
1371,2194,1990,4.0,5.0,21.0,12.0,15,147.596,7.5,11.0,
1372,2192,1990,3.0,25.0,13.0,22.0,9,-84.80799999999999,7.0,22.0,
1373,2190,1989,11.0,1.0,18.0,25.0,39,142.76,7.4,29.0,
1374,2188,1989,10.0,18.0,0.0,4.0,37,-121.883,6.9,19.0,
1375,2186,1989,6.0,26.0,3.0,27.0,19,-155.083,6.5,9.0,
1376,2185,1989,5.0,23.0,10.0,54.0,-52,160.56799999999998,8.1,10.0,
1377,2183,1988,7.0,5.0,20.0,32.0,-5,148.78,6.8,53.0,
1378,2181,1988,3.0,6.0,22.0,35.0,57,-142.747,7.8,15.0,
1379,2179,1987,11.0,30.0,19.0,23.0,58,-142.786,7.9,10.0,
1380,2176,1987,10.0,16.0,20.0,48.0,-6,149.06,7.4,48.0,
1381,2170,1987,3.0,18.0,3.0,36.0,32,131.83700000000002,6.7,54.0,
1382,2169,1987,3.0,5.0,9.0,17.0,-24,-70.161,7.6,62.0,
1383,2168,1987,2.0,8.0,18.0,33.0,-6,147.689,7.4,55.0,
1384,2166,1986,10.0,20.0,6.0,46.0,-28,-176.36700000000002,7.8,29.0,
1385,2164,1986,5.0,7.0,22.0,47.0,51,-174.77599999999998,8.0,31.0,
1386,2163,1985,9.0,21.0,1.0,37.0,17,-101.647,7.6,31.0,
1387,2162,1985,9.0,19.0,13.0,17.0,18,-102.533,8.0,28.0,
1388,2161,1985,7.0,3.0,4.0,36.0,-4,152.828,7.3,46.0,
1389,2160,1985,4.0,13.0,1.0,6.0,-9,114.185,6.2,99.0,
1390,2159,1985,3.0,16.0,14.0,54.0,17,-62.448,6.4,13.0,
1391,2158,1985,3.0,3.0,22.0,47.0,-33,-71.708,8.0,33.0,
1392,2155,1984,8.0,6.0,19.0,6.0,32,131.945,7.0,46.0,
1393,2151,1984,1.0,8.0,15.0,24.0,-2,118.806,6.8,33.0,
1394,2150,1983,11.0,30.0,17.0,46.0,-6,72.11,7.7,10.0,
1395,2149,1983,10.0,4.0,18.0,52.0,-26,-70.563,7.7,15.0,0.2
1396,2148,1983,8.0,17.0,12.0,17.0,18,120.86,6.6,29.0,
1397,2146,1983,8.0,6.0,15.0,43.0,40,24.766,7.0,2.0,2.0
1398,2141,1983,3.0,18.0,9.0,5.0,-4,153.58100000000002,7.9,89.0,
1399,2137,1982,12.0,19.0,17.0,43.0,-24,-175.864,7.5,33.0,
1400,2135,1982,3.0,21.0,2.0,32.0,42,142.361,6.9,44.0,
1401,2132,1981,10.0,25.0,3.0,22.0,18,-102.084,7.3,28.0,
1402,2130,1981,5.0,25.0,5.0,25.0,-48,164.357,7.6,33.0,
1403,2128,1981,2.0,24.0,20.0,53.0,38,22.934,6.7,33.0,3.0
1404,2125,1980,7.0,17.0,19.0,42.0,-12,165.916,7.9,33.0,
1405,2124,1980,6.0,29.0,7.0,20.0,34,139.181,6.2,15.0,
1406,2121,1979,11.0,16.0,15.0,21.0,-16,179.984,6.9,33.0,
1407,2113,1979,4.0,15.0,6.0,19.0,42,19.209,6.9,10.0,1.0
1408,2112,1979,3.0,14.0,11.0,7.0,17,-101.276,7.6,49.0,
1409,2109,1978,11.0,29.0,19.0,52.0,16,-96.591,7.8,18.0,
1410,2107,1978,6.0,20.0,20.0,3.0,40,23.229,6.4,3.0,2.0
1411,2105,1978,6.0,12.0,8.0,14.0,38,142.03,7.7,44.0,0.5
1412,2103,1978,3.0,24.0,19.0,47.0,44,148.862,7.6,33.0,0.0
1413,2101,1978,3.0,23.0,3.0,15.0,44,148.439,7.5,33.0,0.0
1414,2099,1978,3.0,23.0,0.0,31.0,44,148.971,6.8,46.0,-1.5
1415,2096,1978,1.0,14.0,3.0,24.0,34,139.259,6.6,,
1416,2091,1977,6.0,22.0,12.0,8.0,-22,-175.9,7.2,65.0,
1417,2090,1977,4.0,21.0,4.0,24.0,-9,160.731,8.1,33.0,-1.5
1418,2088,1977,4.0,2.0,7.0,15.0,-16,-172.095,7.6,33.0,-2.0
1419,2085,1976,2.0,4.0,9.0,1.0,15,-89.101,7.5,5.0,
1420,2083,1976,1.0,14.0,16.0,47.0,-28,-177.657,8.0,33.0,
1421,2081,1975,12.0,26.0,15.0,56.0,-16,-172.467,7.8,33.0,
1422,2076,1975,7.0,20.0,14.0,37.0,-6,155.054,7.9,49.0,1.0
1423,2072,1975,1.0,15.0,9.0,42.0,-5,130.0,5.9,33.0,
1424,2071,1974,12.0,28.0,12.0,11.0,35,72.9,6.2,22.0,
1425,2068,1974,10.0,3.0,14.0,21.0,-12,-77.79,8.1,13.0,1.0
1426,2065,1974,5.0,8.0,23.0,33.0,34,138.7,6.7,2.0,-2.5
1427,2062,1973,10.0,5.0,5.0,47.0,-32,-71.5,6.7,14.0,-1.0
1428,2061,1973,6.0,24.0,2.0,43.0,43,146.4,7.1,50.0,
1429,2060,1973,6.0,17.0,3.0,55.0,43,145.8,7.7,48.0,1.0
1430,2059,1973,2.0,28.0,6.0,37.0,50,156.6,7.2,27.0,0.5
1431,2058,1973,1.0,30.0,21.0,1.0,18,-103.0,7.5,43.0,
1432,2056,1972,12.0,4.0,10.0,16.0,33,140.7,7.4,66.0,-1.0
1433,2055,1972,12.0,2.0,0.0,19.0,6,126.6,7.4,33.0,
1434,2049,1972,7.0,30.0,21.0,45.0,56,-135.685,7.6,25.0,-2.0
1435,2046,1972,2.0,29.0,9.0,22.0,33,140.8,7.4,56.0,0.5
1436,2045,1972,1.0,25.0,2.0,6.0,22,122.3,7.5,33.0,-2.0
1437,2044,1971,12.0,15.0,8.0,29.0,56,163.3,7.8,33.0,
1438,2431,1971,9.0,5.0,18.0,35.0,46,141.2,7.1,9.0,1.0
1439,2035,1971,7.0,26.0,1.0,23.0,-4,153.2,7.9,48.0,1.5
1440,2033,1971,7.0,9.0,3.0,3.0,-32,-71.2,7.8,58.0,0.0
1441,2027,1970,9.0,30.0,9.0,52.0,20,122.0,5.3,33.0,0.5
1442,2021,1970,5.0,31.0,20.0,23.0,-9,-78.8,7.9,43.0,
1443,2020,1970,4.0,7.0,5.0,34.0,15,121.71,7.3,40.0,1.0
1444,2019,1970,1.0,10.0,12.0,7.0,6,126.7,7.6,73.0,
1445,2018,1969,12.0,25.0,21.0,32.0,15,-59.7,7.2,7.0,
1446,2016,1969,11.0,22.0,23.0,9.0,57,163.6,7.7,51.0,3.0
1447,2015,1969,8.0,11.0,21.0,26.0,43,147.9,8.2,30.0,2.0
1448,2012,1969,2.0,28.0,2.0,40.0,36,-10.95,7.8,22.0,
1449,2010,1968,9.0,25.0,,,15,-92.6,7.0,138.0,1.0
1450,2009,1968,9.0,20.0,6.0,9.0,10,-62.6,6.2,107.0,
1451,2006,1968,8.0,10.0,2.0,7.0,1,126.2,7.6,25.0,1.0
1452,2002,1968,7.0,25.0,7.0,23.0,-30,-178.4,7.3,60.0,
1453,2001,1968,6.0,12.0,13.0,41.0,39,143.1,7.2,44.0,0.0
1454,2438,1968,5.0,16.0,10.0,39.0,41,142.7,7.5,33.0,-0.5
1455,2425,1966,12.0,31.0,18.0,23.0,-11,166.445,7.8,83.0,1.0
1456,2302,1966,7.0,12.0,18.0,53.0,44,37.0,5.5,,1.0
1457,2371,1959,8.0,18.0,6.0,37.0,44,-111.215,7.5,5.0,
1458,2336,1953,4.0,23.0,16.0,24.0,-4,152.868,7.4,35.0,0.0
1459,2299,1927,9.0,11.0,22.0,15.0,44,34.5,6.8,17.0,2.0
1460,2325,1912,8.0,9.0,1.0,29.0,40,27.2,7.8,60.0,
1461,2360,1886,9.0,1.0,2.0,51.0,32,-80.0,7.3,,
1462,2322,1878,4.0,19.0,9.0,,40,20.9,6.7,,3.0
1463,2330,1870,5.0,11.0,23.0,30.0,15,-96.3,7.9,,
1464,2294,1869,10.0,11.0,13.0,,44,35.0,5.6,18.0,3.0
1465,2445,1812,2.0,7.0,9.0,45.0,36,-89.6,8.8,,
1466,2444,1812,1.0,23.0,15.0,0.0,36,-89.6,8.4,,
1467,2320,1766,5.0,22.0,5.0,30.0,40,29.0,6.5,,2.0
1468,2442,1811,12.0,16.0,8.0,15.0,35,-90.4,8.5,,
1469,2465,1931,8.0,19.0,,,39,-74.417,,,
1470,2120,1979,10.0,16.0,13.0,57.0,43,7.25,,,
1471,2233,1994,11.0,4.0,4.0,12.0,59,-135.3,,,2.5
1472,2456,1923,8.0,6.0,,,40,-73.5,,,
1473,2461,1954,6.0,26.0,,,41,-86.883,,,
1474,2406,2003,9.0,25.0,19.0,50.0,41,143.91,8.3,27.0,
1475,2373,2001,6.0,23.0,20.0,33.0,-16,-73.641,8.4,33.0,
1476,2339,1999,11.0,26.0,13.0,21.0,-16,168.21400000000003,7.5,33.0,
1477,2261,1996,2.0,21.0,12.0,51.0,-9,-79.587,7.5,10.0,1.9
1478,2259,1996,1.0,1.0,8.0,5.0,0,119.931,7.9,24.0,1.8
1479,2252,1995,10.0,9.0,15.0,35.0,19,-104.205,8.0,33.0,2.5
1480,2245,1995,5.0,14.0,11.0,33.0,-8,125.049,6.9,13.0,1.5
1481,2231,1994,10.0,8.0,21.0,44.0,-1,127.98,6.8,17.0,1.5
1482,2202,1991,4.0,22.0,21.0,56.0,9,-83.073,7.6,10.0,
1483,2184,1988,8.0,10.0,4.0,38.0,-10,160.89600000000002,7.6,36.0,
1484,2372,1988,8.0,6.0,0.0,36.0,25,95.127,7.2,91.0,
1485,2131,1981,9.0,1.0,9.0,29.0,-14,-173.085,7.7,25.0,-2.0
1486,2080,1975,11.0,29.0,14.0,47.0,19,-155.033,7.7,2.0,3.0
1487,2079,1975,10.0,31.0,8.0,28.0,12,125.993,7.6,50.0,-1.5
1488,2034,1971,7.0,14.0,6.0,11.0,-5,153.9,7.9,47.0,1.0
1489,2028,1970,10.0,31.0,17.0,53.0,-4,145.471,7.3,8.0,0.5
1490,2003,1968,8.0,1.0,20.0,19.0,16,122.2,7.3,36.0,
1491,2119,1979,9.0,12.0,5.0,17.0,-1,136.04,7.9,5.0,
1492,2234,1994,11.0,14.0,19.0,15.0,13,121.067,7.1,32.0,2.1
1493,2142,1983,5.0,26.0,2.0,59.0,40,139.102,7.8,24.0,2.0
1494,2007,1968,8.0,14.0,22.0,14.0,0,119.8,7.8,23.0,2.5
1495,2326,1999,8.0,17.0,0.0,1.0,40,29.97,7.6,13.0,
1496,2260,1996,2.0,17.0,5.0,59.0,0,136.952,8.2,33.0,1.8
1497,2227,1994,6.0,2.0,18.0,17.0,-10,112.835,7.8,18.0,2.5
1498,2219,1993,7.0,12.0,13.0,17.0,42,139.197,7.7,17.0,3.1
1499,2213,1992,9.0,2.0,0.0,16.0,11,-87.38600000000001,7.7,40.0,2.8
1500,2122,1979,12.0,12.0,7.0,59.0,1,-79.358,7.7,24.0,2.5
1501,2092,1977,8.0,19.0,6.0,8.0,-11,118.464,8.0,33.0,3.0
1502,2011,1969,2.0,23.0,0.0,36.0,-3,118.9,6.9,13.0,2.0
1503,2086,1976,8.0,16.0,16.0,11.0,6,124.09,8.0,33.0,2.5
1504,2214,1992,12.0,12.0,5.0,29.0,-8,121.896,7.8,28.0,2.7
1505,2281,1998,7.0,17.0,8.0,49.0,-2,142.582,7.0,25.0,
1506,2439,2004,12.0,26.0,0.0,58.0,3,95.854,9.1,30.0,
1507,2115,1979,7.0,18.0,,,-8,123.5,,,
1508,2467,1806,3.0,25.0,8.0,,34,-119.7,,,
1509,2466,2005,1.0,19.0,6.0,11.0,34,141.491,6.6,28.0,
1510,2507,2005,4.0,10.0,10.0,29.0,-1,99.607,6.7,19.0,
1511,2487,2005,3.0,28.0,16.0,9.0,2,97.108,8.6,30.0,
1512,2547,2005,6.0,15.0,2.0,50.0,41,-125.97,7.2,10.0,
1513,2548,2005,8.0,16.0,2.0,46.0,38,142.039,7.2,36.0,
1514,2568,1977,4.0,20.0,23.0,42.0,-9,160.34799999999998,7.6,19.0,
1515,2567,1975,5.0,26.0,9.0,11.0,35,-17.649,7.7,33.0,
1516,2569,1978,3.0,22.0,21.0,34.0,44,149.029,6.6,33.0,-3.0
1517,2591,1988,4.0,20.0,5.0,30.0,38,14.967,,,
1518,2587,1998,3.0,25.0,3.0,12.0,-62,149.52700000000002,8.1,10.0,
1519,2588,1998,11.0,29.0,14.0,10.0,-2,124.891,7.7,33.0,
1520,2589,1982,1.0,11.0,6.0,10.0,13,124.358,7.1,46.0,
1521,2590,2005,11.0,14.0,21.0,38.0,38,144.89600000000002,7.0,11.0,
1522,2607,1874,5.0,,,,58,-137.57,,,
1523,2627,1906,1.0,31.0,,,10,-66.916,,,
1524,2592,1994,6.0,3.0,21.0,6.0,-10,112.892,6.6,26.0,
1525,2593,1994,6.0,5.0,1.0,45.0,-10,113.369,6.1,17.0,
1526,2693,2004,11.0,21.0,11.0,41.0,15,-61.706,6.3,14.0,
1527,2694,2003,7.0,12.0,,,16,-62.18,,,
1528,2707,1884,12.0,21.0,,,41,-72.92,,,
1529,2690,1700,4.0,16.0,,,34,129.3,7.0,,
1530,2768,1775,2.0,11.0,,,19,-76.0,,,
1531,2749,2006,5.0,3.0,15.0,26.0,-20,-174.123,8.0,55.0,
1532,2767,1773,5.0,6.0,,,35,-5.83,,,5.0
1533,2769,1783,2.0,5.0,12.0,0.0,38,15.967,6.9,13.0,4.0
1534,2771,1934,6.0,3.0,,,66,-18.25,,,
1535,2772,1903,2.0,10.0,2.0,28.0,14,143.3,,,2.0
1536,2794,1864,6.0,27.0,22.0,30.0,46,-53.7,,,
1537,2793,1848,9.0,24.0,,,52,-55.766000000000005,,,
1538,2812,1900,8.0,11.0,4.0,40.0,58,-137.5,,,
1539,2792,1917,12.0,6.0,13.0,4.0,44,-63.583,,,
1540,2832,2006,7.0,17.0,8.0,19.0,-9,107.411,7.7,34.0,
1541,2852,1169,2.0,4.0,7.0,,37,15.03,7.0,,4.0
1542,2874,1540,,,,,59,-153.42,,,
1543,2881,1902,5.0,5.0,,,14,-61.17,,,
1544,2932,1767,,,,,14,143.3,,,
1545,2873,1902,5.0,7.0,,,13,-61.18,,,
1546,2974,1821,4.0,10.0,,,10,-83.3,,,
1547,2920,1991,1.0,4.0,,,37,26.3,,,
1548,2879,1975,4.0,27.0,18.0,5.0,53,-128.68,,,
1549,2878,1968,5.0,4.0,,,-27,-109.45,,,
1550,2923,2002,12.0,30.0,13.0,15.0,38,15.213,,,5.0
1551,2880,1999,1.0,20.0,,,16,-62.18,,,
1552,2877,2006,5.0,20.0,11.0,20.0,16,-62.18,,,
1553,2933,1809,,,,,14,143.3,,,
1554,2913,1978,6.0,21.0,,,42,16.0,,,4.0
1555,3016,2006,11.0,15.0,11.0,14.0,46,153.266,8.3,10.0,
1556,3015,2003,12.0,27.0,4.0,55.0,-22,169.35,6.1,10.0,
1557,3012,2004,11.0,2.0,10.0,2.0,49,-128.77200000000002,6.6,10.0,
1558,2992,1099,2.0,22.0,,,33,135.5,8.4,,
1559,2972,2006,9.0,28.0,6.0,22.0,-16,-172.033,6.9,28.0,
1560,2973,1893,2.0,19.0,,,17,-76.8,,,
1561,2922,2000,4.0,5.0,4.0,36.0,34,25.69,5.5,38.0,
1562,2917,1983,1.0,17.0,12.0,41.0,38,20.228,7.2,,
1563,2915,1979,5.0,15.0,6.0,59.0,34,24.437,5.6,33.0,1.0
1564,2914,1979,4.0,9.0,2.0,10.0,41,19.023,5.3,10.0,
1565,2892,1906,2.0,21.0,,,3,-77.033,,,
1566,3014,2004,12.0,23.0,14.0,59.0,-49,161.345,8.1,10.0,
1567,2921,2004,11.0,28.0,18.0,32.0,43,145.119,7.0,39.0,
1568,3013,2004,11.0,11.0,21.0,26.0,-8,124.868,7.5,10.0,
1569,2953,2003,8.0,21.0,12.0,12.0,-45,167.144,7.2,28.0,
1570,2919,1989,10.0,29.0,19.0,9.0,36,2.448,5.9,,
1571,2916,1980,10.0,10.0,12.0,25.0,36,1.354,7.7,10.0,2.0
1572,2934,1825,4.0,,,,14,143.3,,,
1573,2993,1498,9.0,20.0,,,33,135.2,7.5,,
1574,2875,2006,3.0,14.0,6.0,57.0,-3,127.214,6.7,30.0,
1575,2853,1754,11.0,15.0,,,14,120.993,,,
1576,2872,1969,3.0,21.0,,,19,122.202,,,
1577,2954,1605,2.0,3.0,,,33,138.5,7.9,,
1578,2952,1707,10.0,28.0,4.0,,34,137.8,8.4,,
1579,3042,1965,3.0,9.0,17.0,57.0,39,24.0,6.3,18.0,
1580,3019,2007,1.0,13.0,4.0,23.0,46,154.524,8.1,10.0,
1581,3018,1980,5.0,18.0,,,46,-122.18,,,
1582,3038,2007,3.0,25.0,0.0,40.0,-20,169.357,7.1,34.0,
1583,3035,2007,3.0,25.0,0.0,41.0,37,136.588,6.7,8.0,
1584,3034,1997,9.0,30.0,6.0,27.0,31,141.878,6.2,10.0,
1585,3033,1966,12.0,31.0,22.0,15.0,-12,166.68400000000003,7.2,23.0,0.0
1586,3017,2006,10.0,15.0,17.0,7.0,19,-155.935,6.7,39.0,
1587,3040,1869,6.0,25.0,,,-19,-70.2,,,
1588,3036,1894,11.0,28.0,,,47,-122.445,,,
1589,3037,2007,4.0,1.0,20.0,39.0,-8,157.04399999999998,8.1,10.0,
1590,3092,-227,,,,,36,28.3,7.2,,3.0
1591,3150,1714,6.0,30.0,,,40,14.425999999999998,,,3.0
1592,3160,1741,1.0,31.0,,,36,28.5,7.3,,4.0
1593,3107,1169,2.0,11.0,,,37,15.004,,,
1594,3115,1348,1.0,25.0,23.0,,46,13.8,,,3.0
1595,3217,1805,7.0,26.0,20.0,57.0,41,14.467,6.6,,2.0
1596,3159,1731,3.0,20.0,,,41,15.5,,,4.0
1597,3142,1699,1.0,,,,37,15.1,,,4.0
1598,3141,1698,5.0,14.0,10.0,,40,14.425999999999998,,,3.0
1599,3125,1609,4.0,,,,36,28.4,7.2,,4.0
1600,3221,1813,5.0,17.0,,,40,14.433,,,2.0
1601,3121,1562,10.0,20.0,,,40,15.5,,,4.0
1602,3117,1402,6.0,,,,38,22.41,7.0,,5.0
1603,3102,1050,,,,,36,25.396,,,
1604,3109,1265,8.0,11.0,,,40,27.4,6.6,,3.0
1605,3111,1321,,,,,45,12.3,,,3.0
1606,3167,1756,10.0,22.0,15.0,30.0,37,22.8,7.0,,4.0
1607,3123,1594,,,,,40,14.4,,,5.0
1608,3161,1742,1.0,16.0,,,43,10.2,,,3.0
1609,3225,1818,12.0,9.0,,,44,10.4,,,3.0
1610,3124,1601,,,,,35,25.5,,,
1611,3139,1693,1.0,11.0,13.0,30.0,37,15.017,7.4,,4.0
1612,3223,1818,2.0,20.0,18.0,15.0,37,15.133,6.0,,3.0
1613,3220,1809,7.0,3.0,,,44,7.2,,,3.0
1614,3222,1817,1.0,14.0,3.0,30.0,37,13.0,,,3.0
1615,3140,1694,9.0,8.0,17.0,45.0,40,15.6,,,3.0
1616,3214,1802,1.0,4.0,7.0,,45,14.4,,,3.0
1617,3219,1808,4.0,2.0,16.0,43.0,44,7.25,5.7,,2.0
1618,3157,1727,7.0,4.0,,,37,13.0,5.2,,3.0
1619,3144,1703,7.0,2.0,,,44,8.917,3.2,,3.0
1620,3147,1916,7.0,3.0,23.0,21.0,38,15.233,5.1,,4.0
1621,3134,1649,1.0,,,,38,15.55,5.0,,5.0
1622,3133,1646,4.0,5.0,20.0,,43,10.317,5.2,,3.0
1623,3112,1329,6.0,28.0,,,37,15.004,,,3.0
1624,3096,120,,,,,40,29.92,7.2,,2.0
1625,3097,177,,,,,38,15.0,,,6.0
1626,3129,1631,12.0,17.0,9.0,,40,14.425999999999998,,,5.0
1627,3166,1751,11.0,21.0,9.0,45.0,43,9.0,,,3.0
1628,3215,1802,11.0,7.0,10.0,45.0,36,2.9,,,2.0
1629,3218,1806,8.0,26.0,13.0,20.0,41,12.7,,,2.0
1630,3164,1743,2.0,20.0,23.0,30.0,39,20.3,6.9,,
1631,3156,2007,8.0,2.0,3.0,21.0,51,-179.97099999999998,6.7,21.0,
1632,3155,2007,8.0,2.0,2.0,37.0,47,141.798,6.2,5.0,
1633,3145,1951,2.0,22.0,1.0,45.0,-3,142.238,6.1,25.0,
1634,3132,1815,4.0,11.0,,,-3,128.4,,,
1635,3104,2007,7.0,16.0,1.0,13.0,37,138.47799999999998,6.6,10.0,
1636,3213,1784,1.0,19.0,,,38,15.633,4.1,,3.0
1637,3212,1784,1.0,7.0,,,38,16.4,4.1,,5.0
1638,3119,1494,7.0,1.0,,,35,25.5,7.2,,2.0
1639,3073,1970,5.0,14.0,18.0,12.0,43,47.1,6.5,44.0,
1640,3052,1930,5.0,5.0,13.0,45.0,17,96.5,7.3,,
1641,3224,1818,2.0,23.0,18.0,10.0,43,8.033,5.6,,3.0
1642,3075,1790,10.0,9.0,1.0,15.0,35,-0.6,,,4.0
1643,3211,1783,3.0,28.0,18.0,55.0,38,16.467,6.9,18.0,
1644,3210,1783,3.0,1.0,1.0,40.0,38,16.3,5.9,,3.0
1645,3093,79,8.0,24.0,7.0,,40,14.425999999999998,,,4.0
1646,3118,1456,12.0,4.0,20.0,,41,14.7,,,4.0
1647,3120,1538,9.0,26.0,,,40,14.2,,,4.0
1648,3122,1564,7.0,20.0,,,44,7.282999999999999,5.8,,4.0
1649,3126,1613,8.0,25.0,,,38,14.783,5.6,,4.0
1650,3127,1624,3.0,19.0,,,44,11.8,,,3.0
1651,3128,1627,7.0,30.0,10.0,50.0,41,15.35,6.7,,5.0
1652,3130,1636,9.0,30.0,18.0,30.0,38,20.3,7.2,,3.0
1653,3131,1638,3.0,27.0,15.0,5.0,39,16.283,7.0,,5.0
1654,3136,1672,4.0,14.0,15.0,45.0,43,12.583,5.6,,3.0
1655,3143,1703,2.0,2.0,21.0,11.0,42,13.2,6.7,,3.0
1656,3154,1726,9.0,1.0,21.0,55.0,38,13.35,5.8,,3.0
1657,3165,1750,12.0,17.0,,,46,12.25,,,3.0
1658,3208,1783,2.0,5.0,8.0,0.0,38,17.1,,,3.0
1659,3044,2007,4.0,21.0,17.0,53.0,-45,-72.60600000000001,6.2,,
1660,3116,1365,1.0,2.0,,,36,3.0,,,
1661,3168,2007,8.0,15.0,23.0,40.0,-13,-76.60300000000001,8.0,39.0,
1662,3114,1343,10.0,18.0,,,40,28.3,7.5,,5.0
1663,3108,1172,,,,,38,15.0,,,
1664,3209,1783,2.0,6.0,0.0,20.0,38,15.633,5.9,6.0,
1665,3271,1820,12.0,29.0,,,37,21.25,6.9,,3.0
1666,3274,1822,8.0,13.0,20.0,,36,36.0,7.1,,3.0
1667,3313,1846,8.0,14.0,12.0,35.0,43,10.6,6.1,5.0,3.0
