,ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
1668,3308,1934,11.0,30.0,2.0,5.0,18,-105.5,7.0,5.0,
1669,3310,1951,10.0,22.0,5.0,43.0,23,121.7,7.3,21.0,
1670,3349,1967,7.0,29.0,23.0,59.0,10,-67.3,6.5,10.0,
1671,3297,1968,9.0,3.0,8.0,19.0,41,32.3,6.6,38.0,
1672,3226,1973,3.0,17.0,8.0,30.0,13,122.8,7.5,33.0,
1673,3228,2007,9.0,12.0,11.0,10.0,-4,101.367,8.4,34.0,
1674,3248,2007,9.0,30.0,5.0,23.0,-49,163.954,7.4,10.0,
1675,3293,2007,11.0,14.0,15.0,40.0,-22,-69.89,7.7,40.0,
1676,3309,1970,3.0,11.0,22.0,38.0,57,-153.9,6.0,29.0,
1677,3351,1714,8.0,4.0,,,21,95.967,,,
1678,3355,1884,1.0,,,,-16,179.0,,,
1679,3292,1831,7.0,2.0,,,37,12.3,,,1.0
1680,3289,1826,3.0,18.0,0.0,20.0,43,13.0,,,3.0
1681,3275,1823,3.0,5.0,17.0,37.0,38,14.8,,,5.0
1682,3273,1822,4.0,10.0,,,37,14.25,,,
1683,3290,1828,10.0,9.0,13.0,11.0,44,9.2,,,3.0
1684,3296,1838,8.0,10.0,20.0,30.0,45,14.5,,,3.0
1685,3229,1999,9.0,13.0,,,-10,-138.67,,,
1686,3314,1846,8.0,26.0,17.0,23.0,43,10.5,,,4.0
1687,3295,1836,4.0,24.0,16.0,15.0,39,16.6,,,4.0
1688,3268,1819,1.0,8.0,11.0,30.0,43,8.0,,,3.0
1689,3311,1845,6.0,18.0,,,36,13.44,,,
1690,3294,1832,3.0,8.0,1.0,15.0,39,17.0,,,3.0
1691,3324,1846,12.0,3.0,,,43,10.7,,,3.0
1692,3350,1969,4.0,12.0,5.0,44.0,59,13.5,,,
1693,3348,2007,12.0,4.0,,,49,-121.847,,,
1694,3291,1831,5.0,26.0,11.0,30.0,43,7.8,,,3.0
1695,3438,1856,8.0,21.0,21.0,45.0,37,5.7,,,4.0
1696,3372,1851,7.0,28.0,18.0,33.0,43,10.3,4.1,,2.0
1697,3428,800,,,,,36,23.2,,,
1698,3445,1863,3.0,22.0,21.0,30.0,36,28.0,,,
1699,3462,1887,2.0,23.0,6.0,20.0,43,8.1,,,3.0
1700,3477,552,5.0,,,,38,22.4,7.2,,
1701,3455,1870,7.0,29.0,,,43,16.15,,,3.0
1702,3442,1862,1.0,1.0,8.0,45.0,38,22.25,,,2.0
1703,3488,1681,2.0,10.0,,,35,24.0,,,
1704,3460,1881,12.0,15.0,20.0,,38,21.4,,,3.0
1705,3430,986,10.0,26.0,,,40,29.2,7.5,,4.0
1706,3490,1754,9.0,2.0,21.0,30.0,40,30.0,7.2,,
1707,3381,1859,8.0,21.0,11.0,55.0,40,26.0,6.8,,3.0
1708,3440,1858,2.0,21.0,9.0,2.0,37,22.9,6.5,,
1709,3465,1889,12.0,8.0,,,42,15.5,,,
1710,3499,1905,1.0,20.0,2.0,32.0,39,22.83,6.3,,
1711,3446,1867,2.0,4.0,,,38,20.52,7.4,,2.0
1712,3456,1880,4.0,26.0,7.0,45.0,37,14.68,,,
1713,3450,1868,5.0,22.0,,,45,10.7,,,
1714,3432,1794,6.0,11.0,3.0,,38,22.3,5.5,,
1715,3501,1912,1.0,24.0,16.0,22.0,38,20.67,6.8,,
1716,3503,1922,8.0,8.0,3.0,49.0,37,23.2,5.6,,
1717,3479,1270,3.0,,,,41,19.5,,,3.0
1718,3504,1926,8.0,30.0,11.0,38.0,36,23.3,7.2,,
1719,3453,1875,3.0,18.0,18.0,0.0,44,12.4,,,4.0
1720,3498,1898,6.0,2.0,21.0,40.0,37,22.5,7.0,,
1721,3464,1888,9.0,9.0,15.0,4.0,38,22.1,6.1,,
1722,3494,1772,11.0,24.0,7.0,45.0,38,26.7,,,
1723,3482,1437,11.0,28.0,,,40,26.1,,,
1724,3471,-226,,,,,38,23.3,,,
1725,3486,1659,2.0,17.0,17.0,2.0,41,27.8,7.4,,
1726,3467,1892,11.0,15.0,11.0,20.0,40,13.0,,,
1727,3481,1343,10.0,20.0,14.0,,41,28.1,,,4.0
1728,3395,1954,2.0,,,,38,15.213,,,4.0
1729,3502,1915,1.0,27.0,1.0,9.0,38,20.6,6.6,,
1730,3493,1769,,,,,38,12.2,6.5,,
1731,3413,1906,4.0,4.0,,,40,14.425999999999998,,,3.0
1732,3377,1854,12.0,29.0,2.0,45.0,43,7.9,,,
1733,3474,346,,,,,41,19.4,6.8,,
1734,3427,258,,,,,41,12.45,,,4.0
1735,3478,1231,3.0,11.0,,,41,28.6,6.9,,3.0
1736,3412,1905,,,,,37,9.9,,,3.0
1737,3472,-223,10.0,,,,38,22.784,,,
1738,3469,-480,9.0,29.0,,,37,23.5,,,
1739,3475,368,,,,,40,29.6,6.4,,
1740,3459,1881,4.0,11.0,,,38,26.2,,,
1741,3439,1857,5.0,23.0,9.0,,36,1.3,,,
1742,3380,1856,8.0,22.0,11.0,40.0,37,5.7,,,4.0
1743,3451,1868,9.0,5.0,2.0,,37,15.133,,,
1744,3509,2000,7.0,30.0,12.0,25.0,33,139.376,6.5,10.0,
1745,3506,1973,6.0,26.0,22.0,32.0,43,146.6,6.6,,
1746,3505,2008,4.0,9.0,12.0,46.0,-20,168.892,7.3,35.0,
1747,3473,-198,,,,,36,25.396,,,
1748,3422,1870,10.0,28.0,9.0,45.0,39,16.28,,,
1749,3416,1914,1.0,15.0,4.0,28.0,43,10.2,,,2.0
1750,3410,1903,5.0,13.0,,,38,13.4,,,2.0
1751,3409,1896,10.0,16.0,6.0,15.0,43,8.1,,,2.0
1752,3408,1895,11.0,1.0,,,41,12.2,,,3.0
1753,3405,1949,2.0,9.0,13.0,28.0,38,20.0,,15.0,
1754,3404,1939,1.0,27.0,20.0,10.0,38,14.7,,15.0,2.0
1755,3402,1928,4.0,24.0,1.0,14.0,38,23.5,5.0,,3.0
1756,3400,1940,1.0,15.0,13.0,19.0,38,13.467,5.1,15.0,3.0
1757,3399,1941,3.0,16.0,18.0,48.0,38,12.2,,,2.0
1758,3392,1956,7.0,9.0,3.0,24.0,36,25.5,6.8,,
1759,3391,1962,5.0,28.0,22.0,57.0,39,25.0,4.5,,
1760,3382,2008,2.0,25.0,8.0,36.0,-2,99.972,6.5,25.0,
1761,3508,2000,7.0,15.0,1.0,30.0,34,139.26,6.1,10.0,
1762,3507,1986,11.0,14.0,21.0,20.0,23,121.574,7.8,34.0,
1763,3393,1955,4.0,19.0,16.0,47.0,39,23.1,6.2,,
1764,3394,1954,9.0,9.0,1.0,4.0,36,1.467,6.7,,
1765,3396,1953,9.0,10.0,4.0,5.0,35,32.5,6.5,,
1766,3398,1953,8.0,12.0,9.0,23.0,38,20.8,7.2,,
1767,3383,1951,8.0,3.0,0.0,23.0,13,-87.5,6.0,100.0,
1768,3419,1926,8.0,17.0,1.0,42.0,38,14.833,5.3,100.0,3.0
1769,3500,1911,2.0,18.0,21.0,35.0,40,20.8,6.7,,
1770,3415,1907,10.0,23.0,20.0,28.0,38,16.017,5.9,,3.0
1771,3411,1905,9.0,8.0,1.0,43.0,38,16.07,7.1,15.0,4.0
1772,3406,1894,11.0,16.0,18.0,52.0,38,15.9,,,
1773,3466,1891,1.0,15.0,3.0,55.0,36,1.8,,,
1774,3458,1881,4.0,3.0,11.0,40.0,38,26.2,6.5,,2.0
1775,3420,1870,8.0,1.0,0.0,45.0,38,22.5,7.0,,4.0
1776,3447,1867,3.0,15.0,18.0,,46,8.7,,,
1777,3429,963,7.0,22.0,,,38,15.0,,,5.0
1778,3583,123,,,,,35,129.2,6.3,,
1779,3535,2000,11.0,21.0,18.0,4.0,70,-52.75,,,
1780,3511,1919,4.0,3.0,,,3,125.491,,,
1781,3531,1908,9.0,11.0,,,48,-62.133,,,
1782,3532,1914,5.0,,,,48,-62.133,,,
1783,3540,1858,6.0,5.0,,,51,1.61,,,
1784,3579,1918,8.0,14.0,,,26,103.0,5.5,,
1785,3576,1710,4.0,16.0,,,27,111.6,5.5,,
1786,3575,1531,1.0,,,,30,117.5,4.8,,
1787,3574,1958,2.0,7.0,23.0,23.0,31,105.0,6.2,,
1788,3573,1955,9.0,23.0,15.0,6.0,26,101.8,6.8,10.0,
1789,3571,1951,12.0,21.0,8.0,37.0,26,100.0,6.3,,
1790,3580,1935,12.0,18.0,7.0,10.0,28,103.6,6.0,,
1791,3569,1930,1.0,3.0,,,32,119.4,5.5,,
1792,3567,1855,,,,,29,108.1,4.8,,
1793,3558,2008,7.0,19.0,2.0,39.0,37,142.214,6.9,22.0,
1794,3549,1634,3.0,,,,30,115.1,5.5,,
1795,3546,1764,12.0,26.0,10.0,0.0,38,-9.2,,,
1796,3538,1812,6.0,23.0,,,43,5.3660000000000005,,,
1797,3537,1921,8.0,4.0,,,40,124.38,,,
1798,3541,1920,12.0,16.0,12.0,5.0,36,104.9,7.8,17.0,
1799,3559,1906,11.0,20.0,21.0,0.0,6,0.3,5.0,,
1800,3536,1895,7.0,8.0,21.0,30.0,39,53.7,8.2,30.0,
1801,3564,1890,7.0,11.0,7.0,55.0,36,54.6,7.2,10.0,
1802,3568,1888,6.0,13.0,,,38,119.0,7.5,,
1803,3560,1862,7.0,10.0,,,7,0.4,6.5,,
1804,3578,1833,9.0,6.0,,,25,103.0,8.0,,
1805,3577,1792,8.0,9.0,,,23,120.5,6.0,,
1806,3563,1608,4.0,20.0,,,36,50.5,7.6,,
1807,3548,1604,12.0,29.0,,,25,119.5,8.0,,
1808,3565,1408,12.0,20.0,,,36,36.1,,,
1809,3545,1402,,,,,35,37.0,,,
1810,3544,1934,4.0,7.0,3.0,,62,7.4,,,
1811,3542,1905,1.0,16.0,,,61,6.85,,,
1812,3543,1936,9.0,13.0,,,61,6.851,,,
1813,3562,1008,4.0,11.0,,,27,52.348,6.5,,
1814,3561,1820,,,,,-4,11.6,6.2,,
1815,3581,1721,,,,,23,120.2,,,
1816,3588,2008,8.0,20.0,23.0,0.0,-28,13.2,,,
1817,3621,2008,10.0,28.0,,,43,-69.7,,,
1818,3620,1930,11.0,5.0,,,-4,39.667,,,
1819,3638,1938,1.0,28.0,,,-1,29.2,,,
1820,3644,1879,7.0,11.0,18.0,,29,33.0,5.9,,
1821,3601,2008,4.0,28.0,18.0,33.0,-19,168.953,6.4,32.0,
1822,3646,1969,3.0,31.0,,,27,34.0,7.0,,
1823,3618,2003,5.0,27.0,17.0,11.0,36,3.5780000000000003,5.7,8.0,
1824,3585,1878,2.0,4.0,,,-12,-77.0,,,
1825,3645,1884,7.0,20.0,9.0,30.0,15,39.6,6.2,,
1826,3622,2006,12.0,26.0,12.0,26.0,21,120.547,7.0,10.0,
1827,3639,1857,1.0,6.0,,,4,31.7,,,
1828,3642,1810,2.0,16.0,,,35,25.0,,,
1829,3619,1930,2.0,16.0,,,36,-3.0,,,
1830,3598,2007,9.0,2.0,1.0,5.0,-11,165.762,7.2,35.0,
1831,3599,2007,12.0,9.0,7.0,28.0,-25,-177.514,7.8,153.0,
1832,3589,2008,9.0,11.0,0.0,20.0,41,143.754,6.8,25.0,
1833,3603,1933,5.0,19.0,,,6,0.6,,,
1834,3586,2008,5.0,12.0,6.0,28.0,31,103.322,7.9,19.0,
1835,3587,2008,8.0,8.0,,,52,-175.5,,,
1836,3623,2008,11.0,16.0,17.0,2.0,1,122.091,7.3,30.0,
1837,3785,555,8.0,15.0,,,41,29.5,,,
1838,3765,558,,,,,37,27.7,7.0,,6.0
1839,3769,1928,5.0,2.0,21.0,54.0,39,29.1,6.2,,
1840,3770,1851,2.0,28.0,15.0,,36,28.7,7.2,,
1841,3811,1916,8.0,16.0,7.0,6.0,43,12.667,5.9,,2.0
1842,3681,1582,1.0,22.0,16.0,30.0,-16,-71.6,8.2,30.0,
1843,3686,1587,7.0,9.0,,,-5,-80.5,,,
1844,3680,1655,11.0,13.0,16.0,45.0,-12,-77.6,7.7,,
1845,3813,1693,1.0,9.0,21.0,,37,15.167,6.0,,2.0
1846,3688,1750,10.0,,,,42,24.8,,,
1847,3685,1784,5.0,13.0,12.0,35.0,-16,-72.0,8.0,,
1848,3682,1796,11.0,5.0,6.0,,16,119.5,,,
1849,3727,1905,10.0,21.0,11.0,1.0,42,42.0,7.5,60.0,
1850,3724,1941,11.0,25.0,18.0,3.0,37,-18.983,8.3,,2.0
1851,3789,1629,3.0,9.0,9.0,,36,25.0,7.0,70.0,3.0
1852,3647,2009,1.0,3.0,19.0,43.0,0,132.885,7.6,17.0,
1853,3649,2009,1.0,3.0,22.0,33.0,0,133.305,7.3,23.0,
1854,3689,1783,2.0,7.0,13.0,10.0,38,16.2,6.6,,
1855,3691,2009,1.0,15.0,17.0,49.0,46,155.154,7.4,36.0,
1856,3692,2009,2.0,11.0,17.0,34.0,3,126.397,7.2,22.0,
1857,3714,-58,,,,,41,19.5,6.6,,3.0
1858,3728,-50,,,,,43,41.0,5.5,,
1859,3725,1901,3.0,31.0,7.0,12.0,43,28.5,7.2,,
1860,3794,-50,,,,,43,28.5,,,
1861,3648,1524,,,,,17,73.2,,,
1862,3798,1968,4.0,18.0,19.0,38.0,44,8.0,4.6,7.0,2.0
1863,3690,1783,3.0,24.0,12.0,,38,15.717,,,
1864,4265,1522,9.0,22.0,,,36,-2.66,,,
1865,4254,1810,,,,,69,20.15,,,6.0
1866,4311,2007,5.0,7.0,,,43,29.0,,,
1867,4247,1998,3.0,19.0,18.0,30.0,61,5.267,,,4.0
1868,4255,1927,1.0,24.0,5.0,18.0,59,3.0,5.1,,
1869,4309,1908,5.0,31.0,,,44,34.0,6.5,,
1870,4267,1755,11.0,2.0,,,37,-10.0,,,
1871,4241,1867,5.0,7.0,10.0,,58,6.167000000000001,,,3.0
1872,4266,1755,12.0,21.0,9.0,,37,-10.0,,,
1873,4250,1959,5.0,7.0,,,69,20.917,,,4.0
1874,4227,1944,8.0,20.0,6.0,30.0,38,15.213,,,4.0
1875,4253,1756,2.0,,,,62,7.9,,,6.0
1876,4244,1930,5.0,2.0,,,63,9.85,,,3.0
1877,4243,1880,4.0,14.0,,,62,7.117000000000001,,,3.0
1878,4246,1979,10.0,6.0,,,65,12.333,,,3.0
1879,4252,1731,1.0,8.0,,,62,6.9670000000000005,,,6.0
1880,4308,1919,12.0,26.0,,,44,33.0,,,
1881,4256,1950,10.0,8.0,,,63,10.383,,,
1882,4240,1940,8.0,31.0,7.0,,65,13.167,,,2.0
1883,4248,1983,8.0,18.0,9.0,,61,7.717,,,4.0
1884,4238,1938,3.0,,,,62,6.9670000000000005,,,2.0
1885,4279,1680,10.0,9.0,7.0,,36,-3.6,,,3.0
1886,4282,881,6.0,10.0,,,36,-8.0,,,
1887,4239,1952,1.0,9.0,8.0,,64,12.417,,,2.0
1888,4242,1966,5.0,8.0,,,59,10.633,,,3.0
1889,4237,1987,2.0,21.0,7.0,40.0,62,6.65,,,2.0
1890,4201,1112,6.0,20.0,,,40,14.25,,,2.0
1891,4249,1994,4.0,28.0,11.0,30.0,61,6.582999999999999,,,4.0
1892,4278,1804,1.0,13.0,17.0,45.0,36,-2.833,,,2.0
1893,4300,1931,6.0,7.0,0.0,25.0,54,1.067,6.0,70.0,
1894,4314,1893,6.0,21.0,6.0,50.0,6,125.8,,,
1895,4223,1930,10.0,30.0,7.0,13.0,43,13.267,5.9,,4.0
1896,4258,1939,5.0,8.0,1.0,46.0,37,-24.427,6.5,16.0,1.0
1897,4259,1980,1.0,1.0,16.0,42.0,38,-27.75,6.9,13.0,1.0
1898,4312,2009,3.0,19.0,18.0,17.0,-23,-174.65900000000002,7.6,34.0,
1899,4277,1978,8.0,14.0,14.0,17.0,36,-6.98,4.4,30.0,1.0
1900,4281,-210,,,,,36,-10.5,,,
1901,4263,-60,,,,,36,-10.0,6.7,,
1902,4273,382,,,,,36,-10.83,,,
1903,4294,450,1.0,26.0,,,40,28.4,7.0,,
1904,4290,1963,9.0,18.0,,,40,29.0,6.1,,3.0
1905,4315,1821,5.0,,,,-15,-5.7,,,
1906,4245,1888,4.0,23.0,,,63,10.383,,,3.0
1907,4218,1930,9.0,11.0,9.0,52.0,38,15.213,,,3.0
1908,4396,115,12.0,13.0,,,36,36.1,7.5,,
1909,4442,2009,10.0,7.0,22.0,3.0,-13,166.51,7.6,45.0,
1910,4356,2009,5.0,28.0,8.0,24.0,16,-86.236,7.3,10.0,
1911,4441,2009,9.0,30.0,10.0,16.0,0,99.867,7.5,81.0,
1912,4482,2009,8.0,16.0,7.0,38.0,-1,99.49,6.7,20.0,
1913,4419,2009,8.0,10.0,19.0,55.0,14,92.888,7.5,5.0,
1914,4418,2009,8.0,10.0,20.0,7.0,34,138.264,6.4,40.0,
1915,4416,1927,7.0,11.0,13.0,4.0,32,35.5,6.3,,
1916,4376,2009,7.0,15.0,9.0,22.0,-45,166.562,7.8,12.0,
1917,4417,1929,11.0,9.0,,,4,95.567,,,
1918,4440,2009,9.0,29.0,17.0,48.0,-15,-172.095,8.1,18.0,
1919,4502,1909,3.0,7.0,,,-21,-159.0,,,
1920,4522,2010,1.0,3.0,21.0,48.0,-8,157.477,6.6,26.0,
1921,4523,2010,1.0,3.0,22.0,36.0,-8,157.346,7.1,25.0,
1922,4562,2004,2.0,11.0,8.0,15.0,31,35.551,5.3,27.0,
1923,4542,2010,1.0,5.0,12.0,15.0,-9,157.55100000000002,6.8,15.0,
1924,4602,1826,,,,,-45,166.48,,,
1925,4622,2010,1.0,12.0,21.0,53.0,18,-72.533,7.0,13.0,
1926,4682,2010,2.0,27.0,6.0,34.0,-36,-72.898,8.8,23.0,
1927,4742,1864,5.0,19.0,,,18,-72.53,,,
1928,4763,2010,4.0,6.0,22.0,15.0,2,97.048,7.8,31.0,
1929,4702,1983,8.0,17.0,,,-8,123.59,,,
1930,4722,2010,3.0,11.0,14.0,39.0,-34,-71.891,6.9,11.0,
1931,4782,2010,2.0,26.0,20.0,31.0,25,128.425,7.0,25.0,
1932,4762,2010,4.0,13.0,,,-9,-77.645,,,
1933,4843,1905,11.0,24.0,,,-17,168.3,,,
1934,4962,1793,7.0,17.0,,,50,-4.142,,,
1935,4822,2010,5.0,29.0,11.0,46.0,16,145.97,,,
1936,5002,1859,11.0,22.0,,,-40,145.32,,,
1937,5042,1836,1.0,21.0,,,-43,148.9,,,
1938,4842,1905,11.0,22.0,,,-17,168.3,,,
1939,5102,1902,9.0,27.0,,,14,-91.0,,,
1940,5082,1902,8.0,16.0,8.0,11.0,24,-107.9,,,
1941,4802,2005,2.0,14.0,18.0,5.0,15,-61.744,5.8,12.0,
1942,4862,1899,1.0,29.0,,,-12,130.7,,,
1943,4922,1910,11.0,10.0,12.0,19.0,-14,166.5,7.2,90.0,
1944,5062,1902,1.0,18.0,23.0,23.0,14,-91.59,6.3,,
1945,5063,1902,4.0,19.0,2.0,23.0,14,-91.0,7.5,33.0,
1946,4902,2010,6.0,12.0,19.0,26.0,7,91.936,7.5,35.0,
1947,4942,1910,11.0,5.0,,,64,-165.0,,,
1948,4882,1933,12.0,12.0,14.0,11.0,-5,151.0,,,
1949,5242,1996,4.0,24.0,8.0,0.0,46,7.97,,,
1950,5162,1901,10.0,8.0,2.0,16.0,11,-86.5,7.0,,
1951,5262,1897,6.0,12.0,11.0,6.0,26,91.0,8.7,,
1952,5202,1949,12.0,17.0,6.0,53.0,-54,-71.0,7.8,33.0,
1953,5282,-326,11.0,,,,23,71.0,,,
1954,5122,1909,7.0,8.0,,,-15,167.2,,,
1955,5222,2010,8.0,10.0,5.0,23.0,-17,168.06900000000002,7.2,25.0,
1956,5283,900,,,,,10,79.53,,,
1957,5284,1874,5.0,,,,22,89.0,,,
1958,5362,1936,2.0,25.0,,,0,166.9,,,
1959,5343,2010,8.0,13.0,21.0,19.0,12,141.476,6.9,10.0,
1960,5382,-216,,,,,36,-7.17,,,
1961,5322,1888,6.0,5.0,,,-34,-57.9,,,
1962,5342,2010,10.0,25.0,14.0,42.0,-3,100.082,7.8,20.0,
1963,5402,2010,12.0,21.0,17.0,19.0,26,143.69799999999998,7.4,14.0,
1964,5405,1994,1.0,4.0,,,44,-67.97,,,
1965,5404,1542,12.0,10.0,,,37,15.3,6.6,,
1966,5403,2010,12.0,25.0,13.0,16.0,-19,167.947,7.3,16.0,
1967,5407,2011,2.0,21.0,23.0,51.0,-43,172.68,6.1,6.0,
1968,5406,2011,2.0,11.0,20.0,5.0,-36,-73.125,6.8,28.0,
1969,5408,1869,8.0,21.0,16.0,40.0,-21,-70.0,6.8,,0.0
1970,5411,1871,2.0,7.0,,,18,-94.5,,,
1971,5412,2011,3.0,9.0,2.0,45.0,38,142.842,7.5,32.0,
1972,5410,1584,3.0,17.0,,,-11,-77.8,8.4,30.0,
1973,5413,2011,3.0,11.0,5.0,46.0,38,142.372,9.1,30.0,
1974,5414,1871,9.0,7.0,,,48,-2.0,,,
1975,5415,1872,,,,,27,142.21,,,2.0
1976,5417,1981,3.0,4.0,21.0,58.0,38,23.288,6.4,29.0,
1977,5416,1997,4.0,10.0,,,13,-87.6,,,
1978,5418,1481,10.0,3.0,,,36,28.0,,,
1979,5420,1646,6.0,9.0,,,37,141.7,7.6,,
1980,5421,1899,10.0,7.0,,,35,138.75,,,1.0
1981,5419,2011,1.0,9.0,10.0,3.0,-19,168.31099999999998,6.5,24.0,
1982,5422,1964,5.0,7.0,20.0,13.0,40,139.0,6.6,,-3.0
1983,5431,2011,7.0,10.0,0.0,57.0,38,143.264,7.0,23.0,
1984,5432,2011,6.0,24.0,3.0,9.0,52,-171.83599999999998,7.3,52.0,
1985,5426,1855,12.0,3.0,,,32,134.5,7.0,,
1986,5427,1992,8.0,11.0,15.0,14.0,32,141.641,6.3,16.0,
1987,5428,1994,5.0,24.0,4.0,0.0,23,122.448,6.5,16.0,
1988,5430,2011,7.0,6.0,19.0,3.0,-29,-176.34,7.6,17.0,
1989,5423,1671,2.0,27.0,,,33,134.7,6.9,,
1990,5424,1730,11.0,10.0,,,36,142.2,7.6,,
1991,5433,2011,6.0,27.0,,,50,-3.0,,,
1992,5434,2011,8.0,6.0,12.0,55.0,59,6.64,,,
1993,5429,2011,4.0,7.0,14.0,32.0,38,141.588,7.1,42.0,
1994,5435,2011,7.0,30.0,5.0,30.0,59,6.64,,,
1995,5436,2011,8.0,20.0,18.0,19.0,-18,168.218,7.0,28.0,
1996,5437,2011,8.0,20.0,16.0,55.0,-18,168.143,7.1,32.0,
1997,5438,2011,9.0,2.0,10.0,55.0,52,-171.708,6.8,32.0,
1998,5441,2007,11.0,29.0,19.0,0.0,14,-61.274,7.4,156.0,
1999,5440,1990,2.0,8.0,7.0,15.0,9,124.694,6.6,26.0,
2000,5439,2011,10.0,21.0,17.0,57.0,-28,-176.238,7.4,33.0,
2001,5447,2012,3.0,20.0,18.0,2.0,16,-98.231,7.4,20.0,
2002,5446,2012,3.0,14.0,9.0,8.0,40,144.944,6.9,12.0,
2003,5444,2001,1.0,13.0,17.0,33.0,13,-88.66,7.7,60.0,
2004,5449,2012,4.0,11.0,8.0,38.0,2,93.063,8.6,20.0,
2005,5450,2012,4.0,11.0,10.0,43.0,0,92.463,8.2,25.0,
2006,5451,2012,4.0,14.0,22.0,5.0,-18,168.741,6.3,11.0,
2007,5445,1826,1.0,,,,27,142.21,,,
2008,5443,2010,4.0,13.0,,,-21,-157.92,,,
2009,5442,2012,2.0,2.0,13.0,34.0,-17,167.13299999999998,7.0,23.0,
2010,5455,1897,9.0,20.0,19.0,6.0,6,122.0,8.6,33.0,1.0
2011,5454,1852,1.0,9.0,,,-6,105.5,6.5,150.0,0.5
2012,5456,1897,10.0,18.0,23.0,48.0,12,126.0,8.1,33.0,1.5
2013,5453,1963,3.0,28.0,10.0,,54,-132.25,,,
2014,5459,1900,1.0,10.0,,,1,127.85,,,0.0
2015,5462,2012,8.0,27.0,4.0,37.0,12,-88.59,7.3,28.0,
2016,5463,2012,8.0,31.0,12.0,47.0,10,126.638,7.6,28.0,
2017,5464,2012,9.0,5.0,14.0,42.0,10,-85.315,7.6,35.0,
2018,5466,1919,6.0,29.0,23.0,14.0,12,-88.291,6.6,20.0,
2019,5460,2012,7.0,15.0,,,69,-51.3,,,
2020,5458,1883,5.0,20.0,,,-6,106.781,,,1.0
2021,5465,1906,5.0,25.0,,,13,-88.83,,,
2022,5468,2012,11.0,7.0,16.0,35.0,13,-91.895,7.3,24.0,
2023,5471,2012,12.0,28.0,,,31,110.733,,,
2024,5469,2012,12.0,7.0,8.0,18.0,37,143.94899999999998,7.2,31.0,
2025,5467,2012,10.0,28.0,3.0,4.0,52,-132.101,7.7,14.0,
2026,5470,1965,2.0,19.0,,,-41,-72.396,,,
2027,5472,2013,1.0,5.0,8.0,58.0,55,-134.65200000000002,7.5,10.0,
2028,5478,1966,,,,,-10,165.8,,,
2029,5477,2013,2.0,8.0,15.0,26.0,-10,166.018,7.0,21.0,
2030,5475,1853,10.0,3.0,,,26,127.6,,,1.0
2031,5476,2013,2.0,6.0,1.0,12.0,-10,165.114,7.9,24.0,
2032,5479,2013,4.0,19.0,3.0,5.0,46,150.78799999999998,7.2,110.0,
2033,5480,1879,2.0,4.0,,,38,15.213,,,
2034,5482,1660,,,,,-5,147.12,,,
2035,5488,1513,,,,,-17,-72.3,8.7,,3.0
2036,5484,1868,8.0,14.0,1.0,30.0,-18,-71.0,8.5,,
2037,5489,1765,,,,,-33,-71.617,,,2.0
2038,5491,2013,7.0,21.0,5.0,9.0,-41,174.33700000000002,6.5,17.0,
2039,5493,1877,10.0,11.0,,,3,-77.08,,,
2040,5494,1837,8.0,9.0,,,16,-99.88,6.5,,0.0
2041,5496,1905,1.0,,,,19,-113.0,,,
2042,5503,1856,9.0,,,,35,139.7,,,0.0
2043,5497,1925,5.0,4.0,17.0,25.0,14,-106.1,,,
2044,5498,1927,9.0,6.0,,,17,-104.0,,,
2045,5500,1088,5.0,13.0,,,39,141.96,,,1.5
2046,5495,1837,10.0,18.0,,,19,-99.15,7.0,,0.0
2047,5501,1680,9.0,28.0,,,34,137.6,,,2.0
2048,5517,2004,11.0,22.0,20.0,26.0,-46,164.72099999999998,7.1,10.0,
2049,5519,2013,8.0,16.0,2.0,31.0,-41,174.02700000000002,6.5,10.0,
2050,5506,2013,9.0,24.0,,,25,62.26,,47.0,
2051,5507,1855,2.0,11.0,12.0,0.0,-39,177.6,5.5,25.0,
2052,5508,1868,10.0,18.0,12.0,35.0,-40,173.0,7.6,12.0,
2053,5511,1880,9.0,8.0,9.0,30.0,-38,178.85,7.0,12.0,
2054,5512,1895,8.0,18.0,6.0,57.0,-38,176.0,6.0,12.0,
2055,5515,1993,6.0,18.0,11.0,52.0,-28,-176.81900000000002,6.6,20.0,
2056,5533,2013,10.0,25.0,17.0,10.0,37,144.6,7.1,10.0,
2057,5521,1840,7.0,28.0,,,-36,175.692,,,
2058,5513,1978,10.0,10.0,,,-43,172.97,,,
2059,5531,1926,,,,,-38,178.31,,,
2060,5509,1869,3.0,2.0,,,-42,170.96099999999998,,,
2061,5523,1855,2.0,3.0,,,-41,174.09,,,
2062,5514,1987,5.0,20.0,,,-45,167.15,,,
2063,5528,1882,4.0,13.0,,,-41,175.84,,,
2064,5522,1840,8.0,,,,-37,178.35,,,
2065,5532,2002,11.0,4.0,,,-44,169.2,,,
2066,5527,1881,6.0,29.0,,,-43,172.9,,,
2067,5510,1870,4.0,6.0,19.0,30.0,-41,174.78,,,
2068,5520,1839,,,,,-46,169.12599999999998,,,
2069,5526,1879,4.0,27.0,6.0,45.0,-42,171.21,,,
2070,5525,1871,3.0,,,,-41,171.58,,,
